,location,total_sqft,bath,price,bhk
587,HSR Layout,1475.0,3.0,75.0,3
588,Gottigere,1618.0,3.0,82.5,3
589,Koramangala,1120.0,2.0,65.0,2
590,Marathahalli,2181.0,3.0,152.0,4
591,Vidyaranyapura,1200.0,4.0,90.0,4
592,Bannerghatta Road,1556.0,2.0,59.13,3
593,Bannerghatta Road,1179.0,2.0,66.02,2
594,Thanisandra,1296.0,2.0,83.0,2
595,Kaggadasapura,1275.0,2.0,52.0,2
596,Kathriguppe,1400.0,2.0,77.0,3
597,Gottigere,1222.0,2.0,63.0,2
598,Electronic City,940.0,2.0,41.0,2
599,Thanisandra,1185.0,2.0,42.6,2
600,Tumkur Road,1779.0,3.0,112.0,3
601,Begur Road,1615.0,3.0,59.76,3
602,JP Nagar,6624.5,2.0,453.0,4
603,Haralur Road,1056.0,2.0,61.0,2
604,7th Phase JP Nagar,1100.0,2.0,46.0,2
605,Arekere,920.0,2.0,40.0,2
606,Other,1602.0,2.0,75.0,3
607,Padmanabhanagar,1176.0,2.0,62.0,2
608,Kasavanhalli,1717.0,3.0,99.0,3
609,Bhoganhalli,2119.0,4.0,111.0,4
610,Vittasandra,1246.0,2.0,67.3,2
611,Anandapura,1141.0,2.0,42.79,2
612,Hennur Road,1157.0,2.0,84.0,2
613,Yelahanka New Town,650.0,1.0,33.0,1
614,Hebbal,1349.0,2.0,98.0,2
615,Narayanapura,1566.0,3.0,83.3,3
616,Sahakara Nagar,2830.0,3.0,195.0,4
617,Electronic City,1320.0,2.0,38.13,3
618,Other,1780.0,3.0,84.83,3
619,Varthur,1091.0,2.0,34.9,2
620,7th Phase JP Nagar,918.0,2.0,50.49,2
621,Yeshwanthpur,1950.0,4.0,130.0,4
622,Panathur,1695.0,3.0,90.0,3
623,Yelahanka,1705.0,3.0,95.0,3
624,Kalyan nagar,1375.0,3.0,75.0,3
625,Kanakpura Road,525.0,1.0,30.0,1
626,Whitefield,1447.0,2.0,83.0,2
627,Thanisandra,1114.0,2.0,39.0,2
628,7th Phase JP Nagar,1450.0,2.0,100.0,3
629,Vasanthapura,1022.0,2.0,40.0,2
630,Hebbal,1000.0,2.0,45.0,2
631,Electronic City,1128.0,2.0,68.75,2
632,Kanakpura Road,1180.0,2.0,57.0,2
633,Kanakpura Road,1339.0,2.0,75.0,2
634,Yelachenahalli,1400.0,2.0,55.0,3
635,7th Phase JP Nagar,1040.0,2.0,39.52,2
636,Kadugodi,1198.0,2.0,58.0,2
637,Other,1200.0,3.0,95.0,4
638,Sarjapur  Road,1691.0,3.0,113.0,3
639,Bisuvanahalli,1075.0,3.0,36.0,3
640,8th Phase JP Nagar,1240.0,3.0,43.5,3
641,Bannerghatta Road,1680.0,2.0,58.935,2
642,Mallasandra,1665.0,3.0,86.58,3
643,Marathahalli,2489.0,3.0,94.0,3
644,Brookefield,1142.0,2.0,70.0,2
645,Kothannur,1853.0,3.0,82.0,3
646,Kasturi Nagar,1567.0,2.0,92.0,2
647,Electronics City Phase 1,1175.0,2.0,51.47,2
648,Subramanyapura,1200.0,2.0,52.0,2
649,Kodichikkanahalli,995.0,2.0,41.0,2
650,Magadi Road,884.0,2.0,41.1,2
651,Yeshwanthpur,1170.0,2.0,57.0,2
652,KR Puram,1225.0,2.0,46.55,2
653,Electronic City,1342.0,2.0,73.3,2
654,Uttarahalli,1345.0,2.0,67.0,2
655,Kodigehaali,1320.0,3.0,65.0,3
656,Other,1280.0,2.0,45.0,2
657,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
658,Battarahalli,1300.0,2.0,50.0,2
659,Hosa Road,1652.0,3.0,85.0,3
660,Arekere,1740.0,2.0,95.0,3
661,Electronic City,1360.0,2.0,71.0,3
662,Hosur Road,1145.0,2.0,60.0,3
663,Sarjapur  Road,1278.0,2.0,95.0,2
664,Electronic City Phase II,630.0,1.0,40.0,1
665,Kanakpura Road,1100.0,3.0,58.0,3
666,Other,1200.0,3.0,95.0,3
667,Hosur Road,3300.0,5.0,240.0,5
668,Gunjur,1356.0,2.0,66.0,3
669,Other,823.0,2.0,28.0,2
670,TC Palaya,1200.0,2.0,66.0,3
671,Ramamurthy Nagar,1050.0,2.0,37.0,2
672,Other,1180.0,2.0,69.0,2
673,Whitefield,1116.0,2.0,51.91,2
674,7th Phase JP Nagar,1070.0,2.0,42.79,2
675,Varthur,1385.0,2.0,80.0,2
676,Varthur,1000.0,1.0,70.0,1
677,Whitefield,1897.0,3.0,130.0,3
678,Magadi Road,1005.0,2.0,55.78,2
679,Green Glen Layout,1575.0,3.0,125.0,3
680,Subramanyapura,975.0,2.0,65.0,2
681,Hennur Road,1904.0,3.0,120.0,3
682,Kengeri Satellite Town,930.0,1.0,30.0,1
683,Kanakpura Road,525.0,1.0,26.0,1
684,Sarjapur  Road,2238.0,3.0,140.0,3
685,Harlur,1174.0,2.0,69.0,2
686,Thubarahalli,3800.0,4.0,239.0,4
687,Whitefield,2225.0,2.0,125.0,3
688,Jigani,918.0,2.0,52.0,2
689,Mahadevpura,1250.0,2.0,52.0,2
690,Sarjapur  Road,1800.0,3.0,110.0,3
691,Marathahalli,1170.0,2.0,53.0,2
692,Bannerghatta Road,793.0,2.0,45.0,2
693,Jakkur,1710.0,3.0,107.0,3
694,Kambipura,1082.0,2.0,57.5,3
695,Other,1001.0,2.0,33.03,2
696,Yelahanka,1590.0,2.0,54.0,3
697,Other,2400.0,2.0,80.0,3
698,Horamavu Banaswadi,1554.0,3.0,55.0,3
699,Konanakunte,884.0,1.0,58.0,2
700,Marathahalli,1019.0,2.0,49.86,2
701,Uttarahalli,1135.0,2.0,39.73,3
702,Kasavanhalli,1799.0,3.0,90.0,3
703,Whitefield,6151.5,2.0,304.0,4
704,Kundalahalli,1047.0,2.0,82.0,2
705,Other,1282.0,2.0,87.0,2
706,NGR Layout,1020.0,2.0,45.9,2
707,Whitefield,1495.0,2.0,79.5,2
708,Kasavanhalli,3260.0,4.0,240.0,4
709,Other,1611.0,2.0,64.44,3
710,Other,1500.0,2.0,95.0,3
711,Sahakara Nagar,1500.0,2.0,95.0,3
712,Uttarahalli,1540.0,3.0,50.0,3
713,Hosa Road,1639.0,3.0,80.0,3
714,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
715,Brookefield,1440.0,2.0,68.0,3
716,Seegehalli,901.0,2.0,35.14,2
717,Sarjapur,900.0,2.0,42.0,3
718,BEML Layout,1060.0,2.0,55.0,2
719,NGR Layout,1020.0,2.0,48.45,2
720,Varthur,1535.0,3.0,65.99,3
721,Other,530.0,1.0,20.0,1
722,Haralur Road,1464.0,3.0,56.0,3
723,Other,1350.0,2.0,80.0,2
724,Sarjapur  Road,1115.0,2.0,50.0,2
725,Uttarahalli,1175.0,2.0,47.0,2
726,Whitefield,1113.0,2.0,62.0,2
727,Giri Nagar,650.0,2.0,42.0,2
728,Marathahalli,1325.0,2.0,71.55,2
729,Electronics City Phase 1,950.0,2.0,31.0,2
730,Jakkur,1396.0,2.0,86.51,3
731,Rachenahalli,1050.0,2.0,52.07,2
732,Thanisandra,1825.0,3.0,100.0,3
733,7th Phase JP Nagar,1190.0,2.0,49.98,2
734,Marathahalli,1220.0,2.0,56.5,2
735,NRI Layout,1565.0,2.0,75.0,3
736,Hennur Road,1891.0,3.0,109.0,3
737,Other,900.0,2.0,27.0,2
738,Hosa Road,1161.0,2.0,55.15,2
739,Yeshwanthpur,665.0,1.0,36.85,1
740,Mysore Road,1175.0,2.0,73.5,2
741,Hoodi,1425.0,2.0,80.0,2
742,ITPL,1200.0,3.0,56.12,3
743,Somasundara Palya,1255.0,2.0,67.0,2
744,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
745,Haralur Road,1810.0,3.0,100.0,3
746,Indira Nagar,1200.0,2.0,93.0,2
747,Harlur,1033.0,2.0,49.0,2
748,ITPL,1548.0,3.0,89.5,3
749,Horamavu Banaswadi,1611.0,3.0,66.0,3
750,Electronic City Phase II,1400.0,2.0,40.43,3
751,Vidyaranyapura,1485.0,2.0,67.0,3
752,Margondanahalli,2400.0,2.0,82.0,2
753,Pattandur Agrahara,1025.0,2.0,44.5,2
754,Other,1225.0,2.0,53.0,2
755,5th Phase JP Nagar,1256.0,2.0,62.8,2
756,Whitefield,2268.0,3.0,163.0,4
757,Kanakpura Road,1100.0,3.0,53.0,3
758,Other,1141.0,2.0,62.0,2
759,Attibele,400.0,1.0,12.0,1
760,Chandapura,1400.0,2.0,60.0,2
761,Other,1175.0,2.0,48.27,2
762,Sahakara Nagar,1100.0,2.0,56.0,2
763,Kanakpura Road,1843.0,3.0,95.84,3
764,Horamavu Banaswadi,1460.0,2.0,80.5,2
765,Rachenahalli,1530.0,2.0,74.5,3
766,HSR Layout,1467.0,2.0,55.0,2
767,Other,950.0,1.0,40.0,1
768,Vittasandra,1246.0,2.0,64.5,2
769,Kanakapura,711.0,1.0,38.0,1
770,Haralur Road,1194.0,2.0,46.0,2
771,Babusapalaya,1358.0,2.0,43.4,3
772,Hoodi,1420.0,2.0,75.0,2
773,Kathriguppe,1250.0,2.0,68.75,3
774,Akshaya Nagar,1280.0,2.0,58.0,2
775,Other,1209.0,2.0,50.0,2
776,Other,4200.0,5.0,225.0,5
777,Panathur,1315.0,2.0,54.8,3
778,Other,1800.0,3.0,90.0,3
779,Other,1600.0,4.0,125.0,5
780,TC Palaya,1600.0,2.0,65.0,3
781,Other,1563.0,3.0,52.0,3
782,Whitefield,1560.0,2.0,72.0,3
783,Rachenahalli,1050.0,2.0,55.5,2
784,Iblur Village,3235.0,3.0,235.0,3
785,TC Palaya,1200.0,3.0,66.0,3
786,HSR Layout,1140.0,2.0,46.0,2
787,Horamavu Agara,1560.0,3.0,75.0,3
788,JP Nagar,1100.0,2.0,70.0,2
789,Kasavanhalli,1260.0,2.0,40.32,3
790,Hebbal,1036.0,2.0,50.0,2
791,Akshaya Nagar,1662.0,3.0,85.1,3
792,Yelachenahalli,1464.0,2.0,105.0,3
793,Yelahanka,1234.0,2.0,80.0,2
794,Sarjapur  Road,1403.0,3.0,55.0,3
795,Seegehalli,1150.0,2.0,42.9,3
796,Kanakapura,929.0,2.0,46.0,2
797,TC Palaya,1350.0,2.0,75.0,3
798,Vasanthapura,1135.0,2.0,39.73,2
799,Other,1405.0,2.0,70.0,2
800,Whitefield,1200.0,2.0,45.84,2
801,Haralur Road,2805.0,4.0,154.0,4
802,Yeshwanthpur,1161.0,2.0,64.08,2
803,Kanakpura Road,1290.0,2.0,74.0,2
804,Yeshwanthpur,2557.0,3.0,141.0,3
805,Other,1480.0,3.0,90.0,3
806,Old Madras Road,1350.0,3.0,54.54,3
807,Kadugodi,1580.0,2.0,65.0,3
808,Banashankari,1470.0,2.0,88.64,3
809,Sarjapur  Road,1346.0,2.0,61.92,2
810,Other,1600.0,3.0,90.0,3
811,Other,1200.0,2.0,35.0,2
812,Channasandra,1340.0,2.0,48.33,3
813,Jigani,918.0,2.0,48.0,2
814,Other,1500.0,3.0,115.0,3
815,Yelahanka,1315.0,2.0,85.0,2
816,Uttarahalli,1390.0,2.0,62.55,3
817,Uttarahalli,1330.0,2.0,56.0,3
818,Other,1824.0,3.0,125.0,3
819,7th Phase JP Nagar,1420.0,2.0,96.0,3
820,Other,750.0,1.0,56.25,1
821,Jalahalli East,1260.0,2.0,60.0,3
822,Hennur Road,1561.0,3.0,95.0,3
823,Other,1060.0,2.0,42.0,2
824,Haralur Road,1225.0,2.0,67.38,2
825,Thanisandra,2144.0,3.0,135.0,3
826,Electronic City,880.0,2.0,29.0,2
827,Hoodi,1639.0,3.0,110.0,3
828,Thanisandra,1240.0,2.0,62.0,3
829,Kanakpura Road,1500.0,2.0,69.0,2
830,Haralur Road,1243.0,2.0,46.0,2
831,Marathahalli,1575.0,3.0,78.0,3
832,Haralur Road,1027.0,2.0,44.0,2
833,Kambipura,1082.0,2.0,56.0,3
834,Konanakunte,1637.0,3.0,73.0,3
835,Kanakpura Road,1665.0,3.0,86.58,3
836,Electronic City,1265.0,2.0,56.93,2
837,Electronic City,1691.0,2.0,102.0,3
838,Thanisandra,1100.0,2.0,38.0,2
839,Other,1500.0,3.0,62.0,3
840,Choodasandra,1115.0,2.0,50.0,2
841,Mysore Road,1070.0,2.0,45.0,2
842,Budigere,1162.0,2.0,57.0,2
843,Other,1339.0,2.0,55.0,2
844,Mahadevpura,1192.0,2.0,75.0,2
845,Haralur Road,1920.0,3.0,115.0,3
846,Hennur,1255.0,2.0,52.32,2
847,Other,1600.0,3.0,75.0,3
848,Other,1225.0,2.0,55.11,2
849,Kasturi Nagar,1570.0,3.0,80.0,3
850,Thanisandra,1093.0,2.0,70.0,2
851,Basaveshwara Nagar,1865.0,3.0,145.0,3
852,Kaikondrahalli,1039.0,2.0,80.0,2
853,Vittasandra,1246.0,2.0,64.5,2
854,Whitefield,1985.0,3.0,75.0,3
855,Hosakerehalli,1590.0,3.0,49.0,3
856,Electronic City Phase II,775.0,2.0,38.0,2
857,Other,1000.0,2.0,50.0,2
858,Bommasandra,1035.0,2.0,41.0,2
859,Dasarahalli,1520.0,2.0,75.0,3
860,Whitefield,1360.0,2.0,95.0,2
861,Kodigehaali,1117.0,2.0,56.0,2
862,EPIP Zone,1330.0,2.0,92.5,2
863,Electronic City,1128.0,2.0,65.49,2
864,Neeladri Nagar,1053.0,2.0,45.0,2
865,Panathur,1198.0,2.0,77.0,2
866,Marathahalli,1152.0,2.0,56.0,2
867,Frazer Town,1625.0,2.0,75.0,2
868,Kundalahalli,1397.0,3.0,105.0,3
869,Kambipura,883.0,2.0,45.0,2
870,Kaggalipura,700.0,1.0,38.0,1
871,Yelahanka,1170.0,2.0,62.5,2
872,Kanakpura Road,1200.0,2.0,42.0,3
873,Other,2400.0,3.0,170.0,3
874,Other,1480.0,2.0,65.0,2
875,Akshaya Nagar,1897.0,3.0,120.0,3
876,Rachenahalli,996.0,2.0,67.0,2
877,Haralur Road,1875.0,3.0,110.0,3
878,Other,1500.0,2.0,98.0,3
879,Yelahanka,2172.5,3.0,65.255,3
880,Yelahanka,697.0,1.0,45.0,1
881,Sarjapur  Road,710.0,1.0,27.0,1
882,Other,910.0,2.0,30.5,2
883,Sompura,1025.0,2.0,48.0,3
884,Magadi Road,1442.0,2.0,46.5,2
885,Horamavu Agara,1453.0,2.0,46.48,3
886,Bellandur,1281.0,2.0,74.0,2
887,Cooke Town,565.0,1.0,35.0,1
888,Varthur,1024.0,2.0,42.0,2
889,Electronic City,1620.0,3.0,62.0,3
890,Whitefield,1254.0,2.0,40.0,2
891,Banashankari,1300.0,2.0,75.0,3
892,Doddakallasandra,1233.0,2.0,43.0,2
893,Hosur Road,1510.0,2.0,105.0,3
894,Kaggalipura,950.0,2.0,65.0,2
895,Battarahalli,1945.0,3.0,97.42,3
896,Uttarahalli,1008.0,2.0,45.0,2
897,Thanisandra,1265.0,2.0,79.0,3
898,Hebbal,1255.0,2.0,77.68,3
899,Yelenahalli,1200.0,2.0,46.17,2
900,Sarjapur  Road,1403.0,3.0,51.63,3
901,Kudlu Gate,1535.0,3.0,85.0,3
902,Other,1500.0,3.0,100.0,3
903,Uttarahalli,1390.0,2.0,60.47,3
904,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
905,Other,1133.0,2.0,55.0,2
906,Other,2900.0,5.0,90.0,5
907,Kogilu,1170.0,2.0,51.99,2
908,Whitefield,1697.0,3.0,94.79,3
909,Thanisandra,1651.0,3.0,97.38,3
910,Hennur Road,1192.0,2.0,60.0,3
911,OMBR Layout,1078.0,2.0,65.0,2
912,Kasavanhalli,1349.0,2.0,78.0,2
913,7th Phase JP Nagar,1680.0,3.0,120.0,3
914,Rayasandra,1314.0,2.0,63.0,3
915,Garudachar Palya,1060.0,2.0,48.7,2
916,Kalyan nagar,820.0,2.0,39.0,2
917,BEML Layout,2000.0,3.0,85.0,3
918,Other,856.0,2.0,40.0,2
919,ITPL,1200.0,3.0,68.4,3
920,Bannerghatta Road,1484.0,3.0,52.5,3
921,Other,14000.0,3.0,800.0,4
922,Yelahanka New Town,500.0,1.0,20.0,1
923,Other,485.0,1.0,15.0,1
924,7th Phase JP Nagar,1050.0,2.0,42.0,2
925,Uttarahalli,1617.0,3.0,66.68,3
926,Other,1384.0,3.0,62.28,3
927,Devanahalli,1408.0,2.0,85.0,2
928,Uttarahalli,1150.0,2.0,49.0,2
929,Akshaya Nagar,1410.0,2.0,75.0,3
930,Kaggadasapura,2150.0,4.0,100.0,4
931,Other,1508.0,3.0,70.25,3
932,Ramamurthy Nagar,1040.0,2.0,50.0,2
933,TC Palaya,1240.0,2.0,60.0,2
934,Kudlu Gate,1535.0,3.0,78.0,3
935,Lakshminarayana Pura,1180.0,2.0,75.0,2
936,Abbigere,2200.0,6.0,68.0,6
937,Bannerghatta Road,1400.0,2.0,78.0,2
938,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
939,Sarjapur  Road,1035.0,2.0,45.0,2
940,Other,2150.0,4.0,80.0,4
941,Whitefield,1700.0,3.0,115.0,3
942,Tumkur Road,1586.0,3.0,100.0,3
943,Hennur,2264.0,2.0,155.0,3
944,Chikka Tirupathi,2325.0,4.0,120.0,4
945,Yelahanka,1120.0,2.0,55.0,2
946,Yelahanka,2382.0,2.0,67.98,3
947,Sarjapur  Road,1128.0,2.0,59.0,2
948,Jigani,924.0,2.0,65.0,2
949,Other,1600.0,3.0,52.0,3
950,Pai Layout,1006.0,2.0,35.0,2
951,Amruthahalli,1200.0,2.0,55.0,2
952,Other,1250.0,2.0,62.0,2
953,Kannamangala,957.0,2.0,56.0,2
954,Whitefield,1140.0,2.0,41.0,2
955,Other,1050.0,2.0,67.0,2
956,Kasturi Nagar,1565.0,3.0,88.5,3
957,Whitefield,1190.0,2.0,57.0,2
958,Whitefield,2842.0,3.0,162.0,3
959,Kanakpura Road,1558.67,2.0,65.0,3
960,Electronics City Phase 1,630.0,1.0,39.0,1
961,Whitefield,1403.0,2.0,60.81,3
962,Kanakpura Road,1542.0,2.0,85.0,3
963,Kengeri Satellite Town,1635.0,2.0,78.0,3
964,Mysore Road,1239.0,2.0,53.0,2
965,Haralur Road,1194.0,2.0,47.0,2
966,Other,1596.0,3.0,105.0,3
967,Channasandra,1009.0,2.0,38.34,2
968,Hosa Road,1726.0,3.0,81.99,3
969,Kudlu Gate,1535.0,3.0,86.0,3
970,Banashankari Stage V,1300.0,2.0,58.5,3
971,Other,1800.0,3.0,80.0,3
972,Binny Pete,665.0,1.0,50.75,1
973,TC Palaya,1500.0,2.0,100.0,3
974,Other,925.0,2.0,48.0,2
975,Old Airport Road,3356.0,4.0,251.0,4
976,Other,1395.0,2.0,63.59,2
977,Sonnenahalli,1415.0,2.0,55.0,3
978,Begur,1419.0,2.0,59.0,3
979,Kasavanhalli,1121.0,2.0,78.0,2
980,Kambipura,1082.0,2.0,45.0,3
981,KR Puram,1100.0,2.0,47.0,2
982,Hoodi,1606.0,3.0,89.55,3
983,Billekahalli,1650.0,3.0,88.0,3
984,Old Airport Road,1206.0,2.0,75.0,2
985,Sarjapur  Road,1495.0,2.0,64.0,3
986,Balagere,1210.0,2.0,72.0,2
987,Nagarbhavi,1523.0,2.0,53.4,3
988,Whitefield,1232.0,2.0,45.0,2
989,Rachenahalli,680.0,1.0,44.0,1
990,Hebbal,1355.0,3.0,83.87,3
991,Thanisandra,1430.0,2.0,51.46,3
992,Kothannur,1275.0,2.0,43.85,3
993,Electronic City,1070.0,2.0,56.1,2
994,Other,1200.0,3.0,85.0,3
995,Electronic City,2000.0,4.0,120.0,4
996,Bommanahalli,1200.0,2.0,40.0,2
997,Marathahalli,1610.0,3.0,90.0,3
998,Haralur Road,1140.0,2.0,43.0,2
999,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
1000,Rachenahalli,1530.0,2.0,74.4,3
1001,7th Phase JP Nagar,980.0,2.0,69.0,2
1002,Whitefield,1485.0,3.0,65.0,3
1003,Whitefield,1280.0,2.0,75.0,2
1004,Thanisandra,1265.0,2.0,85.0,2
1005,Other,1132.0,2.0,67.0,2
1006,Other,1262.0,2.0,63.0,2
1007,JP Nagar,940.0,2.0,49.0,2
1008,Other,1515.0,3.0,88.0,3
1009,Kothanur,1840.0,3.0,69.0,3
1010,Electronic City,890.0,2.0,45.0,2
1011,Other,1655.0,3.0,86.06,3
1012,Hennur Road,2060.0,3.0,149.0,3
1013,Bommanahalli,1730.0,3.0,96.0,3
1014,Kathriguppe,1650.0,3.0,125.0,3
1015,KR Puram,1200.0,2.0,71.0,2
1016,Hosa Road,1079.0,2.0,32.37,2
1017,Panathur,1085.0,2.0,36.0,2
1018,Yelahanka,1075.0,2.0,51.5,2
1019,Other,1380.0,2.0,80.0,2
1020,Other,1450.0,3.0,65.0,3
1021,Thubarahalli,1200.0,2.0,78.0,2
1022,Hoodi,1639.0,3.0,98.32,3
1023,Other,1200.0,2.0,54.0,2
1024,Vijayanagar,1739.0,3.0,116.0,3
1025,Old Madras Road,935.0,2.0,32.72,2
1026,Thanisandra,510.0,1.0,25.25,1
1027,Other,1178.0,2.0,47.0,2
1028,Chikkalasandra,1375.0,2.0,50.0,3
1029,Chandapura,1065.0,2.0,33.0,3
1030,2nd Phase Judicial Layout,1450.0,2.0,50.75,3
1031,BEML Layout,999.0,2.0,45.0,2
1032,Kothannur,1100.0,2.0,40.0,2
1033,Hoodi,2090.0,4.0,95.1,4
1034,Lingadheeranahalli,1519.0,3.0,93.0,3
1035,Dommasandra,1267.0,3.0,56.0,3
1036,Sanjay nagar,1150.0,2.0,72.2,2
1037,Marathahalli,1146.0,2.0,70.0,2
1038,Kannamangala,1550.0,3.0,65.0,3
1039,Electronics City Phase 1,785.0,1.0,55.0,1
1040,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
1041,Bellandur,921.0,2.0,40.0,2
1042,Bannerghatta Road,2700.0,5.0,158.0,5
1043,Sarjapur  Road,1700.0,3.0,110.0,3
1044,Sarjapur,1020.0,2.0,35.0,2
1045,Billekahalli,1090.0,2.0,52.0,2
1046,Haralur Road,1027.0,2.0,44.0,2
1047,Thanisandra,1185.0,2.0,42.1,2
1048,Doddathoguru,850.0,2.0,25.0,2
1049,Harlur,1197.0,2.0,84.0,2
1050,Poorna Pragna Layout,920.0,2.0,39.55,2
1051,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
1052,Yeshwanthpur,1850.0,3.0,100.0,3
1053,Judicial Layout,1300.0,3.0,64.0,3
1054,Other,1595.0,3.0,76.0,3
1055,Horamavu Agara,755.0,2.0,37.49,2
1056,Nagasandra,4050.0,5.0,140.0,5
1057,Kanakpura Road,1300.0,2.0,69.0,3
1058,Bannerghatta Road,1215.0,2.0,50.0,2
1059,Kanakpura Road,900.0,2.0,46.0,2
1060,Banashankari Stage III,1145.0,2.0,58.4,2
1061,Other,1093.0,2.0,65.0,2
1062,Babusapalaya,1213.0,2.0,41.39,3
1063,Bannerghatta Road,1654.0,3.0,100.0,3
1064,NGR Layout,1105.0,2.0,52.48,2
1065,Babusapalaya,1611.0,2.0,66.0,3
1066,Other,1367.0,2.0,62.0,2
1067,Devanahalli,1010.0,2.0,51.0,2
1068,Other,1535.0,3.0,95.0,3
1069,Anekal,620.0,2.0,22.0,2
1070,Horamavu Agara,982.0,2.0,47.65,2
1071,Whitefield,1330.0,2.0,71.0,2
1072,JP Nagar,2500.0,3.0,135.0,3
1073,Poorna Pragna Layout,1475.0,2.0,58.99,3
1074,Bhoganhalli,1410.0,3.0,65.0,3
1075,Yelahanka New Town,440.0,1.0,16.5,1
1076,Yelahanka,1614.0,3.0,95.0,3
1077,Neeladri Nagar,1363.0,2.0,68.0,2
1078,Kogilu,650.0,2.0,28.0,2
1079,Other,1015.0,2.0,45.0,2
1080,Horamavu Banaswadi,1156.0,2.0,46.0,2
1081,Other,1100.0,2.0,62.7,2
1082,KR Puram,1455.0,3.0,46.0,3
1083,Other,930.0,2.0,45.0,2
1084,Other,1650.0,2.0,80.0,3
1085,KR Puram,1200.0,2.0,90.0,2
1086,Karuna Nagar,2900.0,3.0,135.0,4
1087,Other,1240.0,2.0,46.0,3
1088,HRBR Layout,1440.0,2.0,98.0,2
1089,Kodichikkanahalli,650.0,1.0,38.0,1
1090,Budigere,764.0,1.0,32.0,1
1091,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3
1092,Hoodi,1445.0,3.0,65.0,3
1093,Kanakpura Road,900.0,1.0,45.0,2
1094,Singasandra,1030.0,2.0,55.0,2
1095,Yelahanka,1381.0,2.0,52.48,3
1096,Other,1100.0,2.0,60.0,2
1097,Hoodi,1575.0,3.0,66.39,3
1098,Thigalarapalya,1200.0,2.0,65.0,2
1099,Begur Road,1200.0,2.0,43.2,2
1100,Kasturi Nagar,1080.0,2.0,80.0,2
1101,Akshaya Nagar,1360.0,2.0,85.0,3
1102,Jakkur,1865.0,3.0,124.0,3
1103,Sarjapur  Road,1157.0,2.0,75.0,3
1104,Kammasandra,674.0,2.0,29.0,2
1105,Whitefield,1405.0,2.0,78.0,3
1106,Begur Road,1160.0,2.0,44.08,2
1107,Hebbal,1790.0,3.0,127.0,3
1108,Electronic City,1128.0,2.0,65.65,2
1109,Panathur,1180.0,2.0,70.0,2
1110,Other,1450.0,2.0,85.0,3
1111,Kengeri,340.0,1.0,10.0,1
1112,Rachenahalli,1050.0,2.0,53.5,2
1113,Varthur,1125.0,2.0,40.0,2
1114,Vittasandra,1246.0,2.0,68.0,2
1115,HSR Layout,1372.0,2.0,61.0,2
1116,Uttarahalli,1330.0,2.0,56.0,3
1117,Dasarahalli,1300.0,2.0,55.0,2
1118,Channasandra,1065.0,2.0,35.0,2
1119,Other,700.0,2.0,27.0,2
1120,Hebbal,960.995,2.0,42.72,2
1121,Other,1050.0,2.0,45.0,2
1122,Other,1250.0,3.0,39.5,3
1123,Electronic City,865.0,2.0,42.0,2
1124,Uttarahalli,1200.0,2.0,44.0,2
1125,Other,1756.0,3.0,100.0,3
1126,Yelahanka,628.0,1.0,24.0,1
1127,5th Phase JP Nagar,1207.0,2.0,63.0,2
1128,Kalena Agrahara,1765.0,3.0,125.0,3
1129,Electronic City,1130.0,2.0,32.64,2
1130,Other,1532.0,3.0,92.0,3
1131,Other,1650.0,3.0,110.0,3
1132,Doddathoguru,1200.0,2.0,75.0,2
1133,Kengeri,1197.0,2.0,50.0,2
1134,Other,1200.0,2.0,66.0,2
1135,Uttarahalli,1385.0,2.0,48.48,3
1136,Whitefield,2225.0,3.0,115.0,3
1137,Other,1180.0,2.0,48.0,2
1138,Ananth Nagar,1100.0,2.0,31.5,2
1139,Other,1435.0,3.0,70.0,3
1140,Attibele,400.0,1.0,14.0,1
1141,Dommasandra,1200.0,2.0,50.0,2
1142,Whitefield,1272.0,2.0,95.05,2
1143,Whitefield,1205.0,2.0,39.0,2
1144,Kalena Agrahara,980.0,2.0,40.0,2
1145,Malleshpalya,1225.0,2.0,46.86,2
1146,Whitefield,1541.0,3.0,72.0,3
1147,Ramagondanahalli,1610.0,2.0,111.0,3
1148,Jalahalli,1694.0,2.0,125.0,2
1149,Kaggalipura,950.0,2.0,39.0,2
1150,Other,1560.0,2.0,66.0,3
1151,Chandapura,1500.0,2.0,60.0,2
1152,Malleshpalya,1785.0,3.0,75.0,3
1153,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
1154,Electronic City,910.0,2.0,42.0,2
1155,Kundalahalli,1291.0,2.0,49.0,2
1156,Other,1070.0,2.0,42.0,2
1157,Varthur,1012.0,2.0,66.5,2
1158,Mahadevpura,1260.0,2.0,57.6,2
1159,Sarjapur  Road,1282.0,2.0,72.0,2
1160,Kanakpura Road,1843.0,3.0,92.15,3
1161,Chikka Tirupathi,3356.0,5.0,105.0,5
